title,native_title,rating,genres,directors,screenwriters,episodes,aired,aired_on,original_network,duration,content_rat,rank,popularity,watchers
Forecasting Love and Weather(2022),기상청 사람들: 사내연애 잔혹사 편,7.5,"['Romance', 'Drama', 'Melodrama']",['Cha Young Hoon'],['Sun Young'],16,"Feb 12, 2022 - Apr  3, 2022","Saturday, Sunday","['jTBC', 'Netflix']",1 hr. 10 min.,15+ - Teens 15 or older,#5743,#220,"49,858"
Cafe Midnight(2020),심야카페 시즌1: 비긴즈,7.5,"['Drama', 'Fantasy']",['Goo Ja Joon'],,1,"Feb 29, 2020",Saturday,['MBC'],1 hr. 3 min.,15+ - Teens 15 or older,#5664,#6451,"1,549"
Drama Festa: Off the Course(2021),드라마 페스타 - 경로를 이탈하였습니다,7.5,"['Comedy', 'Drama', 'Family']",['Jang Ji Yeon'],['Choi Yi So'],2,"Mar 15, 2021 - Mar 16, 2021","Monday, Tuesday",['jTBC'],1 hr. 5 min.,15+ - Teens 15 or older,#5806,#12538,465
Hide(2024),하이드,7.5,"['Thriller', 'Mystery', 'Drama']",['Kim Dong Hwi'],['Yoo Bo Ra'],12,"Mar 23, 2024 - Apr 28, 2024","Saturday, Sunday","['COUPANG TV', 'jTBC']",60 min.,15+ - Teens 15 or older,#5667,#3291,"4,222"
Cleaning Up(2022),클리닝 업,7.6,"['Comedy', 'Crime', 'Drama']",['Yoon Sung Shik'],['Choi Kyung Mi'],16,"Jun  4, 2022 - Jul 24, 2022","Saturday, Sunday",['jTBC'],1 hr. 10 min.,15+ - Teens 15 or older,#5625,#3910,"3,326"
Let Me Off the Earth(2020),내리겠습니다 지구에서,7.5,"['Romance', 'Youth', 'Drama', 'Fantasy']","['Kim Joon Mo', 'Wang Hye Ryung', 'Kang Min Kyung', 'Im Jung Seop']","['Jung Soo Yoon', 'Lee Ye Dam', 'Chae Ye Won']",45,"Sep 11, 2020 - Aug  6, 2021",Friday,"['Naver TV Cast', 'vLive']",13 min.,15+ - Teens 15 or older,#5972,#3518,"3,866"
"Meow, the Secret Boy(2020)",어서와,7.5,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Ji Byung Hyun', 'Goo Sung Joon']",['Joo Hwa Mi'],24,"Mar 25, 2020 - Apr 30, 2020","Wednesday, Thursday",['KBS2'],35 min.,15+ - Teens 15 or older,#5729,#407,"33,415"
Frankly Speaking(2024),비밀은 없어,7.5,"['Comedy', 'Romance', 'Drama']",['Jang Ji Yeon'],['Choi Kyung'],12,"May  1, 2024 - Jun  6, 2024","Wednesday, Thursday",['jTBC'],60 min.,15+ - Teens 15 or older,#6213,#1530,"10,626"
Monstrous(2022),괴이,7.5,"['Thriller', 'Mystery', 'Horror', 'Supernatural']",['Jang Kun Jae'],"['Yeon Sang Ho', 'Ryu Yong Jae']",6,"Apr 29, 2022",Friday,['TVING'],40 min.,15+ - Teens 15 or older,#5933,#1441,"11,290"
Hellbound(2021),지옥,7.5,"['Mystery', 'Horror', 'Drama', 'Supernatural']",,['Choi Gyu Seok'],6,"Nov 19, 2021",Friday,['Netflix'],50 min.,18+ Restricted (violence & profanity),#5929,#373,"35,796"
New Love Playlist(2022),뉴연플리,7.5,"['Romance', 'Youth', 'Drama']",['Kang Min Kyung'],['Choi Yo Ji'],12,"Nov 18, 2022 - Dec 28, 2022","Wednesday, Friday",['Viki'],15 min.,13+ - Teens 13 or older,#5693,#4402,"2,810"
Color Rush(2020),컬러 러쉬,7.5,"['Mystery', 'Romance', 'Drama', 'Supernatural']",['Park Sun Jae'],,8,"Dec 30, 2020 - Jan 21, 2021","Wednesday, Thursday","['LINE TV', 'Viki', 'ViuTV']",15 min.,15+ - Teens 15 or older,#5737,#191,"53,450"
Start Up the Engine(2021),오늘부터 엔진 온,7.5,"['Comedy', 'Drama']",['Kim Dae Woong'],,4,"Jun 29, 2021 - Jul 20, 2021",Tuesday,['Daum Kakao TV'],20 min.,Not Yet Rated,#6014,#7936,"1,101"
The Bequeathed(2024),선산,7.5,"['Thriller', 'Mystery']",['Min Hong Nam'],,6,"Jan 19, 2024",Friday,['Netflix'],47 min.,15+ - Teens 15 or older,#6274,#2103,"7,363"
Drama Special Season 11: The Reason Why I Can't Tell You(2020),드라마 스페셜 - 고백하지 않는 이유,7.5,"['Romance', 'Drama']",['Hong Eun Mi'],,1,"Nov 26, 2020",Thursday,['KBS2'],1 hr. 4 min.,15+ - Teens 15 or older,#5788,#11854,519
Secret Playlist(2023),"플레이,플리",7.5,"['Romance', 'Youth', 'Drama']",['Kim Jong Chang'],['Park Yoon Sung'],8,"Nov 18, 2023 - Dec  9, 2023",Saturday,"['Hulu', 'TVING']",55 min.,15+ - Teens 15 or older,#6458,#2934,"4,945"
"Breakup Probation, A Week(2021)","이별유예, 일주일",7.5,"['Romance', 'Drama', 'Fantasy']",,['Min Ji'],10,"Feb 22, 2021 - Feb 26, 2021",Monday,['SBS'],30 min.,15+ - Teens 15 or older,#5907,#5020,"2,283"
The Heavenly Idol(2023),성스러운 아이돌,7.5,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Lee So Yoon', 'Park So Yeon']",['Lee Chun Geum'],12,"Feb 15, 2023 - Mar 23, 2023","Wednesday, Thursday","['TVING', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#5882,#425,"32,561"
Hunted(2022),멧돼지사냥,7.5,"['Thriller', 'Mystery']",['Song Yeon Hwa'],['Jo Beom Gi'],4,"Aug  1, 2022 - Aug 22, 2022",Monday,['MBC'],1 hr. 9 min.,Not Yet Rated,#5998,#6331,"1,596"
Record of Youth(2020),청춘기록,7.5,"['Romance', 'Life', 'Youth', 'Drama']",['Ahn Gil Ho'],['Ha Myung Hee'],16,"Sep  7, 2020 - Oct 27, 2020","Monday, Tuesday","['Netflix', 'tvN']",1 hr. 15 min.,15+ - Teens 15 or older,#6125,#164,"58,700"
Boss-dol Mart(2023),사장돌 마트,7.5,"['Business', 'Comedy', 'Drama']",['Lee Yoo Yeon'],['Jang Kyung Rim'],10,"Sep 15, 2023 - Oct 13, 2023",Friday,"['TVING', 'Viki']",54 min.,15+ - Teens 15 or older,#5948,#2848,"5,129"
It's Okay to Be Sensitive Season 3(2020),좀 예민해도 괜찮아 2020,7.5,"['Comedy', 'Youth', 'Drama']",,,8,"Dec  3, 2020 - Dec 26, 2020","Thursday, Saturday","['Naver TV Cast', 'tvN']",15 min.,15+ - Teens 15 or older,#6282,#7485,"1,217"
Family: The Unbreakable Bond(2023),패밀리,7.5,"['Action', 'Thriller', 'Comedy', 'Drama']","['Jang Jung Do', 'Lee Jung Mook']",['Jung Yoo Sun'],12,"Apr 17, 2023 - May 23, 2023","Monday, Tuesday","['Disney+', 'TVING', 'tvN']",1 hr. 20 min.,15+ - Teens 15 or older,#6058,#1367,"12,105"
Cheer Up(2022),치얼업,7.5,"['Mystery', 'Comedy', 'Romance', 'Youth']",['Han Tae Seob'],['Cha Hye Won'],16,"Oct  3, 2022 - Dec 13, 2022","Monday, Tuesday","['SBS', 'Wavve']",1 hr. 10 min.,15+ - Teens 15 or older,#6092,#453,"30,373"
Bon Appetit(2023),본아페티,7.5,"['Food', 'Romance']",['Hwang Kyu Il'],,8,"Sep 27, 2023",Wednesday,,30 min.,Not Yet Rated,#6115,#1584,"10,293"
Cafe Midnight Season 3: The Curious Stalker(2021),심야카페 시즌3: 산복산복 스토커,7.5,"['Romance', 'Drama', 'Fantasy']",['Jung Yoon Soo'],,1,"Feb 19, 2021",Friday,['MBC Dramanet'],60 min.,15+ - Teens 15 or older,#6313,#4867,"2,402"
Drama Special Season 13: Do You Know Ashtanga?(2022),드라마 스페셜: 아쉬탕가를 아시나요,7.5,"['Comedy', 'Romance', 'Drama', 'Sitcom']",['Lee Dae Kyung'],['Yum Je Yi'],1,"Dec 15, 2022",,['KBS2'],1 hr. 4 min.,15+ - Teens 15 or older,#6212,#13188,418
Rugal(2020),루갈,7.5,"['Action', 'Thriller', 'Crime', 'Sci-Fi']",['Kang Cheol Woo'],['Do Hyun'],16,"Mar 28, 2020 - May 17, 2020","Saturday, Sunday","['Netflix', 'OCN']",1 hr. 5 min.,15+ - Teens 15 or older,#6134,#845,"19,172"
Graceful Friends(2020),우아한 친구들,7.5,"['Mystery', 'Life', 'Drama']","['Song Hyun Wook', 'Park So Yeon']","['Kim Kyung Sun', 'Park Hyo Yeon']",17,"Jul 10, 2020 - Sep  5, 2020","Friday, Saturday",['jTBC'],1 hr. 10 min.,18+ Restricted (violence & profanity),#6240,#3056,"4,726"
SF8: White Crow(2020),에스에프에잇: 하얀까마귀,7.5,"['Horror', 'Psychological', 'Sci-Fi']",['Jang Cheol Soo'],,1,"Sep 18, 2020",Friday,"['MBC', 'Wavve']",58 min.,15+ - Teens 15 or older,#6243,#7981,"1,090"
Grid(2022),그리드,7.5,"['Action', 'Thriller', 'Mystery', 'Sci-Fi']",['Lee Khan'],['Lee Soo Yeon'],10,"Feb 16, 2022 - Apr 20, 2022",Wednesday,"['Disney+', 'Hulu']",60 min.,15+ - Teens 15 or older,#6325,#1298,"12,864"
The Spies Who Loved Me(2020),나를 사랑한 스파이,7.5,"['Action', 'Mystery', 'Comedy', 'Romance']",['Lee Jae Jin'],['Lee Ji Min'],16,"Oct 21, 2020 - Dec 17, 2020","Wednesday, Thursday","['iQiyi', 'MBC']",1 hr. 10 min.,15+ - Teens 15 or older,#6304,#1361,"12,160"
Hush(2020),허쉬,7.5,"['Mystery', 'Business', 'Comedy', 'Life']",['Choi Kyu Shik'],['Kim Jung Min'],16,"Dec 11, 2020 - Feb  6, 2021","Friday, Saturday","['iQiyi', 'jTBC']",1 hr. 10 min.,15+ - Teens 15 or older,#6207,#3721,"3,572"
Unicorn(2022),유니콘,7.5,"['Comedy', 'Sitcom']","['Lee Byung Hun', 'Kim Hye Young']","['Yoo Byung Jae', 'In Ji Hye']",12,"Aug 26, 2022 - Sep 30, 2022",Friday,['COUPANG TV'],40 min.,15+ - Teens 15 or older,#5990,#4371,"2,850"
Heartbeat Broadcasting Accident(2021),두근두근 방송사고,7.4,['Romance'],['Hong Chung Gi'],,10,"Oct 27, 2021 - Nov 25, 2021","Wednesday, Thursday",['Naver TV Cast'],12 min.,Not Yet Rated,#6622,#5034,"2,274"
Wish You: Your Melody From My Heart(2020),WISH YOU: 나의 마음속 너의 멜로디,7.5,"['Music', 'Romance', 'Drama']",['Seong Do Joon'],,8,"Dec  4, 2020 - Dec 25, 2020",Friday,['Viki'],10 min.,13+ - Teens 13 or older,#6310,#467,"29,678"
High Cookie(2023),하이쿠키,7.4,"['Thriller', 'Mystery', 'Youth', 'Fantasy']",['Song Min Yeop'],['Kang Han'],20,"Oct 23, 2023 - Nov 23, 2023",,['KBS2'],34 min.,18+ Restricted (violence & profanity),#6821,#1690,"9,558"
Cold Blooded Intern(2023),잔혹한 인턴,7.5,"['Comedy', 'Life', 'Drama']",['Han Sang Jae'],['Park Yeon Kyung'],12,"Aug 11, 2023 - Sep 15, 2023",Friday,"['TVING', 'tvN']",39 min.,Not Yet Rated,#6415,#5259,"2,131"
Part-time Mello(2021),파트타임 멜로,7.4,"['Comedy', 'Romance']",,['Baek Seung Hwa'],12,"Nov 17, 2021 - Dec 23, 2021","Wednesday, Thursday",,25 min.,15+ - Teens 15 or older,#6580,#6460,"1,547"
Must You Go?(2021),가시리잇고,7.5,"['Music', 'Historical', 'Romance', 'Fantasy']",['Lim Jae Kyung'],"['Park Sun Jae', 'Eo Seo Jin']",8,"Feb 26, 2021 - Mar 19, 2021",Friday,,30 min.,15+ - Teens 15 or older,#6410,#3147,"4,503"
"Don't Lie, Rahee(2022)",돈 라이 라희,7.5,"['Romance', 'Youth']",,,4,"Jan 19, 2022 - Feb  9, 2022",Wednesday,['Naver TV Cast'],18 min.,Not Yet Rated,#6231,#6250,"1,627"
"Romance, Talking(2020)","로맨스, 토킹",7.4,"['Romance', 'Youth', 'Drama']",,,8,"Mar 24, 2020 - Apr 22, 2020","Tuesday, Wednesday",,12 min.,13+ - Teens 13 or older,#6521,#3258,"4,295"
A Model Family(2022),모범가족,7.5,"['Thriller', 'Mystery', 'Crime', 'Drama']","['Kim Jin Woo', 'Park Yoo Young']",['Lee Jae Gon'],10,"Aug 12, 2022",Friday,['Netflix'],45 min.,18+ Restricted (violence & profanity),#6426,#2627,"5,594"
Summer Guys(2021),썸머가이즈,7.5,"['Music', 'Romance', 'Youth', 'Drama']",['Heo Chan'],['Yook Shi Mon'],10,"Mar 30, 2021 - Apr 28, 2021","Tuesday, Wednesday",['AbemaTV'],30 min.,15+ - Teens 15 or older,#6502,#3039,"4,751"
Mute(2020),너의 마음은 음소거,7.5,"['Music', 'Romance', 'Supernatural']",['Park Sun Jae'],"['Kang Han Na', 'One']",4,"Apr 19, 2020 - Apr 26, 2020",,['jTBC'],15 min.,13+ - Teens 13 or older,#6488,#4753,"2,499"
Yonder(2022),욘더,7.5,"['Life', 'Drama', 'Sci-Fi', 'Melodrama']",['Lee Joon Ik'],"['Kim Jung Hoon', 'Oh Seung Hyun']",6,"Oct 14, 2022 - Oct 21, 2022",Friday,['TVING'],30 min.,15+ - Teens 15 or older,#6501,#3952,"3,285"
Live Your Strength(2020),내 물건이 너의 집에 남아 있다면 헤어진 게 아니다,7.5,"['Drama', 'Melodrama']",['Kim Jee Woon'],['Bae Suzy'],1,"Sep  4, 2020",,,12 min.,15+ - Teens 15 or older,#6512,#5919,"1,769"
100% Era(2021),백프로시대,7.5,"['Romance', 'Youth']",,,8,"Jan  7, 2021 - Feb 25, 2021",Thursday,,15 min.,15+ - Teens 15 or older,#6412,#4290,"2,923"
Woof & Meow – Do you Love Me?(2022),멍냥멍냥,7.4,['Romance'],,['Kim Yoo Jung'],10,"Feb 18, 2022 - Mar  4, 2022",Friday,['DRAMAcube'],17 min.,13+ - Teens 13 or older,#6565,#8628,947
Back to the 2008(2021),빽투팔,7.4,"['Romance', 'Youth']",['Go Nak Gyun'],,10,"Jan  7, 2021 - Mar 11, 2021",Thursday,,10 min.,Not Yet Rated,#6595,#8085,"1,063"
Love Is for Suckers(2022),얼어죽을 연애따위,7.5,"['Comedy', 'Romance']",['Choi Kyu Shik'],['Kim Sol Ji'],16,"Oct  5, 2022 - Dec  1, 2022","Wednesday, Thursday","['ENA', 'Viki']",60 min.,15+ - Teens 15 or older,#6349,#1109,"14,970"
SF8: Manxin(2020),에스에프에잇: 만신,7.4,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",['Roh Deok'],,1,"Aug 21, 2020",Friday,"['MBC', 'Wavve']",53 min.,15+ - Teens 15 or older,#6548,#7772,"1,145"
Ending Again Special(2020),[또한번 엔딩] - 특별편,7.5,"['Romance', 'Youth']",,,1,"Apr 11, 2020",,['Naver TV Cast'],5 min.,13+ - Teens 13 or older,#6481,#8714,930
Love Scene Number(2021),러브씬넘버,7.5,"['Romance', 'Life', 'Drama']",['Kim Hyung Min'],['Hong Kyung Sil'],8,"Feb  1, 2021",,"['MBC', 'Wavve']",60 min.,18+ Restricted (violence & profanity),#6464,#3033,"4,757"
Queen of Divorce(2024),끝내주는 해결사,7.5,"['Action', 'Comedy', 'Romance']",['Park Jin Suk'],['Jung Hee Sun'],12,"Jan 31, 2024 - Mar  7, 2024","Wednesday, Thursday",['jTBC'],1 hr. 20 min.,15+ - Teens 15 or older,#6301,#1396,"11,801"
Dok Go Bin Is Updating(2020),독고빈은 업뎃중,7.4,"['Comedy', 'Youth', 'Sci-Fi']",['Hong Chung Gi'],,12,"Aug 28, 2020 - Oct  4, 2020","Friday, Sunday",,10 min.,15+ - Teens 15 or older,#6638,#4853,"2,414"
Bitch X Rich(2023),청담국제고등학교,7.5,"['Thriller', 'Mystery', 'Youth', 'Drama']",['Min Ji Young'],['Jung Sung Eun'],10,"May 31, 2023 - Jun 28, 2023",Wednesday,['Netflix'],35 min.,15+ - Teens 15 or older,#6414,#1371,"12,062"
The Colors of Our Time(2020),마침내 물들다,7.4,"['Romance', 'Life']",,,4,"Jul 30, 2020 - Aug 20, 2020",Thursday,['Naver TV Cast'],15 min.,15+ - Teens 15 or older,#6686,#7364,"1,249"
Cafe Midnight Season 2: Hip Up! Hit Up!(2021),심야카페 시즌2: 힙업 힛업,7.4,"['Drama', 'Fantasy']",['Jung Yoon Soo'],,1,"Feb 18, 2021",Thursday,['MBC Dramanet'],60 min.,15+ - Teens 15 or older,#6639,#9092,866
Please Tell Me So(2021),말해줘,7.4,"['Romance', 'Life']",['Jang Young Seon'],,1,"Oct  8, 2021",,,9 min.,Not Yet Rated,#6710,#1858,"8,570"
Brilliant Heritage(2020),기막힌 유산,7.4,"['Comedy', 'Romance', 'Family', 'Melodrama']",['Kim Hyung Il'],['Kim Kyung Hee'],122,"Apr 20, 2020 - Oct  9, 2020","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS1'],30 min.,15+ - Teens 15 or older,#6609,#8881,900
Miracle(2022),미라클,7.4,"['Romance', 'Youth']",['Myung Hyun Woo'],"['Son Geun Joo', 'Lee Hyo Jin']",14,"Jun 24, 2022 - Aug  6, 2022","Friday, Saturday",['jTBC'],45 min.,15+ - Teens 15 or older,#6774,#2282,"6,663"
Love Mate(2023),러브메이트,7.4,"['Comedy', 'Romance', 'Drama']",['So Joon Moon'],,8,"May  4, 2023 - May 25, 2023",Thursday,,20 min.,15+ - Teens 15 or older,#6735,#925,"17,597"
Drama Special Season 13: TV Cinema - The Distributors(2022),드라마 스페셜: TV시네마 - 유포자들,7.4,"['Thriller', 'Crime', 'Drama']",['Hong Seok Goo'],['Jung Woo Chul'],1,"Dec 28, 2022",Wednesday,['KBS2'],1 hr. 41 min.,Not Yet Rated,#6863,#11486,551
Bite Sisters(2021),바이트 씨스터즈,7.4,"['Romance', 'Supernatural']",['Han Ka Ram'],,10,"Oct 19, 2021 - Nov 19, 2021","Tuesday, Friday",,10 min.,Not Yet Rated,#6775,#2700,"5,456"
"Nevertheless,(2021)","알고있지만,",7.4,"['Romance', 'Life', 'Youth', 'Drama']","['Kim Ga Ram', 'Jang Ji Yeon']",['Jung Won'],10,"Jun 19, 2021 - Aug 21, 2021",Saturday,"['jTBC', 'Netflix']",1 hr. 10 min.,15+ - Teens 15 or older,#6838,#72,"89,877"
Jinx(2021),징크스,7.4,"['Romance', 'Youth', 'Fantasy']",['Nam Tae Jin'],['Moon Woo Young'],10,"Oct  6, 2021 - Nov  6, 2021","Wednesday, Saturday",['Daum Kakao TV'],20 min.,15+ - Teens 15 or older,#6734,#5343,"2,083"
Revolutionary Sisters(2021),오케이 광자매,7.4,"['Thriller', 'Comedy', 'Romance', 'Drama']",['Lee Jin Seo'],['Moon Young Nam'],50,"Mar 13, 2021 - Sep 18, 2021","Saturday, Sunday",['KBS2'],1 hr. 10 min.,15+ - Teens 15 or older,#7038,#3762,"3,520"
Sometoon 2020(2020),썸툰 2020,7.4,"['Mystery', 'Romance', 'Youth']",,,10,"Jun 16, 2020 - Jul 15, 2020","Tuesday, Wednesday",,12 min.,15+ - Teens 15 or older,#6975,#9129,858
Reflection of You(2021),너를 닮은 사람,7.4,"['Thriller', 'Mystery', 'Drama', 'Melodrama']",['Im Hyun Wook'],['Yoo Bo Ra'],16,"Oct 13, 2021 - Dec  2, 2021","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 10 min.,15+ - Teens 15 or older,#7085,#2076,"7,484"
Bargain(2022),몸값,7.4,"['Thriller', 'Comedy', 'Crime', 'Drama']",['Jeon Woo Sung'],['Kwak Jae Min'],6,"Oct 28, 2022 - Nov  4, 2022",,['TVING'],36 min.,18+ Restricted (violence & profanity),#6752,#2946,"4,931"
Drama Special Season 12: Be;Twin(2021),드라마 스페셜 - 비트윈,7.4,"['Romance', 'Drama', 'Melodrama']",['Choi Yeon Soo'],['Yum Je Yi'],1,"Nov 26, 2021",Friday,['KBS2'],1 hr. 5 min.,Not Yet Rated,#6990,#13196,418
Glitch(2022),글리치,7.4,"['Thriller', 'Mystery', 'Comedy', 'Sci-Fi']",['Roh Deok'],['Jin Han Sae'],10,"Oct  7, 2022",Friday,['Netflix'],53 min.,15+ - Teens 15 or older,#6952,#1357,"12,190"
The Moment the Heart Shines(2021),하트가 빛나는 순간,7.4,"['Romance', 'Youth', 'Drama']",,,13,"Sep 28, 2021 - Dec 21, 2021",Tuesday,['EBS'],30 min.,13+ - Teens 13 or older,#7171,#4526,"2,686"
The Escape of the Seven: War for Survival(2023),7인의 탈출,7.4,"['Thriller', 'Mystery', 'Drama']","['Joo Dong Min', 'Oh Joon Hyuk']",['Kim Soon Ok'],17,"Sep 15, 2023 - Nov 17, 2023","Friday, Saturday","['SBS', 'SBS Plus']",1 hr. 29 min.,15+ - Teens 15 or older,#6819,#1325,"12,485"
LTNS(2024),LTNS,7.4,"['Comedy', 'Drama']","['Im Dae Hyung', 'Jeon Go Woon']",,6,"Jan 19, 2024 - Feb  1, 2024","Thursday, Friday",['TVING'],56 min.,18+ Restricted (violence & profanity),#6825,#2661,"5,519"
Private Lives(2020),사생활,7.4,"['Thriller', 'Mystery', 'Romance', 'Crime']",['Nam Gun'],['Yoo Sung Yeol'],16,"Oct  7, 2020 - Nov 26, 2020","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 15 min.,15+ - Teens 15 or older,#6926,#758,"20,737"
Peach of Time(2021),시간의 복숭아,7.4,"['Romance', 'Youth', 'Drama', 'Supernatural']","['Park Sun Jae', 'Jang Eui Soon']",['Yang Joo Hyun'],10,"Aug 30, 2021 - Sep 27, 2021","Monday, Tuesday",['Tencent Video'],27 min.,15+ - Teens 15 or older,#7058,#913,"17,665"
Hometown(2021),홈타운,7.4,"['Thriller', 'Historical', 'Mystery', 'Horror']",['Park Hyun Suk'],['Cho Hyun Hoon'],12,"Sep 22, 2021 - Oct 28, 2021","Wednesday, Thursday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#7040,#2167,"7,055"
Mokkoji Kitchen(2021),모꼬지 키친,7.4,"['Food', 'Romance']",,,9,"Sep  6, 2021 - Nov  8, 2021",Monday,,10 min.,13+ - Teens 13 or older,#7120,#6134,"1,677"
Replay: The Moment When It Starts Again(2021),리플레이: 다시 시작되는 순간,7.4,"['Music', 'Romance', 'Youth', 'Drama']",,,10,"Jan 26, 2021 - Feb 26, 2021","Tuesday, Friday",['Daum Kakao TV'],14 min.,15+ - Teens 15 or older,#6942,#2630,"5,591"
Pandora: Beneath the Paradise(2023),판도라: 조작된 낙원,7.4,"['Action', 'Thriller', 'Drama', 'Melodrama']",['Choi Young Hoon'],['Hyun Ji Min'],16,"Mar 11, 2023 - Apr 30, 2023","Saturday, Sunday","['Hulu', 'TVING', 'tvN']",1 hr. 2 min.,15+ - Teens 15 or older,#6977,#2232,"6,845"
TvN O’PENing: Grand Shining Hotel(2024),그랜드 샤이닝 호텔,7.4,"['Mystery', 'Horror', 'Romance', 'Fantasy']",['Myung Hyun Woo'],,6,"Feb 16, 2024",Friday,"['TVING', 'tvN']",35 min.,18+ Restricted (violence & profanity),#7000,#7557,"1,198"
Love (ft. Marriage and Divorce) Season 2(2021),결혼작사 이혼작곡2,7.4,"['Romance', 'Life', 'Drama']",['Yoo Jung Joon'],['Im Sung Han'],16,"Jun 12, 2021 - Aug  8, 2021","Saturday, Sunday","['Netflix', 'TV Chosun']",1 hr. 10 min.,15+ - Teens 15 or older,#7122,#3099,"4,632"
Choco Milk Shake(2022),사랑은 댕냥댕냥,7.4,"['Comedy', 'Romance', 'Drama', 'Fantasy']",['Ahn Ji Hee'],,11,"Oct 25, 2022 - Dec 20, 2022","Tuesday, Thursday",,15 min.,Not Yet Rated,#7099,#719,"21,635"
Broke Rookie Star(2022),짠내아이돌,7.3,"['Music', 'Comedy', 'Life', 'Drama']",['Kim Hyun Soo'],['Kim Seong Jin'],10,"Apr 15, 2022 - May 14, 2022","Friday, Saturday",,18 min.,Not Yet Rated,#7473,#6121,"1,683"
Heartbeat(2023),가슴이 뛴다,7.3,"['Comedy', 'Romance', 'Fantasy']","['Lee Hyun Suk', 'Lee Min Soo']","['Jung Seung Joo', 'Kim Ha Na']",16,"Jun 26, 2023 - Aug 15, 2023","Monday, Tuesday","['Amazon Prime', 'KBS2']",60 min.,15+ - Teens 15 or older,#7357,#517,"27,811"
Red Balloon(2022),빨간풍선,7.3,"['Comedy', 'Life', 'Drama']",['Jin Hyung Wook'],['Moon Young Nam'],20,"Dec 17, 2022 - Feb 26, 2023","Saturday, Sunday",['TV Chosun'],1 hr. 25 min.,15+ - Teens 15 or older,#7367,#3772,"3,503"
Ordinary but Special(2020),평범하지만특별하게,7.3,"['Comedy', 'Romance', 'Youth', 'Drama']",['Han Da Weon'],,6,"Apr  8, 2020 - May 13, 2020",Wednesday,['vLive'],17 min.,Not Yet Rated,#7320,#7024,"1,349"
Queen of Masks(2023),가면의 여왕,7.4,"['Thriller', 'Mystery', 'Drama', 'Melodrama']",['Kang Ho Jun'],['Im Do Wan'],16,"Apr 24, 2023 - Jun 13, 2023","Monday, Tuesday",['Channel A'],1 hr. 20 min.,G - All Ages,#7277,#6165,"1,663"
The Tasty Florida(2021),플로리다반점,7.3,"['Romance', 'Youth']","['Yang Kyung Hee', 'Yang Kyeong Hui']",,8,"Sep 24, 2021 - Oct 15, 2021",Friday,,11 min.,13+ - Teens 13 or older,#7426,#761,"20,648"
Alice(2020),앨리스,7.4,"['Mystery', 'Sci-Fi', 'Fantasy', 'Melodrama']",['Baek Soo Chan'],['Kim Kyu Won'],16,"Aug 28, 2020 - Oct 24, 2020","Friday, Saturday","['SBS', 'Wavve']",1 hr. 10 min.,15+ - Teens 15 or older,#7126,#979,"16,597"
300 Year-Old Class of 2020(2020),삼백살 20학번,7.4,"['Historical', 'Comedy', 'Fantasy']",,['Hwang Da Seul'],6,"Dec 21, 2020 - Dec 28, 2020","Monday, Wednesday, Friday","['Daum Kakao TV', 'Naver TV Cast']",15 min.,15+ - Teens 15 or older,#7296,#7737,"1,154"
Finland Papa(2023),핀란드 파파,7.3,"['Romance', 'Life', 'Drama']",,,6,"Apr 29, 2023 - May 14, 2023","Saturday, Sunday",,28 min.,Not Yet Rated,#7375,#5302,"2,106"
No Matter What(2020),누가 뭐래도,7.4,"['Romance', 'Drama', 'Family']",['Sung Joon Hae'],['Go Bong Hwang'],120,"Oct 12, 2020 - Mar 26, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS1'],30 min.,15+ - Teens 15 or older,#7303,#8045,"1,073"
Our First: Seventeen(2021),첫번째 열일곱,7.3,"['Music', 'Romance', 'Youth']",['Kim Soo Jung'],,10,"Jul  7, 2021 - Aug  7, 2021","Wednesday, Saturday",,10 min.,15+ - Teens 15 or older,#7650,#8283,"1,018"
Mom Has an Affair(2020),엄마가 바람났다,7.3,"['Romance', 'Drama', 'Family']",['Ko Heung Sik'],['Ahn Seo Jung'],122,"May  4, 2020 - Oct 23, 2020","Monday, Tuesday, Wednesday, Thursday, Friday",['SBS'],32 min.,15+ - Teens 15 or older,#7471,#10085,705
Romance by Romance(2023),로맨스 바이 로맨스,7.4,['Romance'],,,10,"Jun  7, 2023 - Jun 28, 2023",Wednesday,,15 min.,15+ - Teens 15 or older,#7197,#6334,"1,593"
Why R U?(2023),와이알유,7.3,"['Comedy', 'Romance', 'Youth', 'Drama']",['Kim Eun Hye'],['Seo Ji Eun'],8,"Aug 24, 2023 - Sep 14, 2023",Thursday,,30 min.,Not Yet Rated,#7341,#1121,"14,769"
Big Picture House(2020),빅피처 하우스,7.3,"['Music', 'Romance', 'Youth', 'Drama']",['Hong Chung Gi'],,12,"Mar 13, 2020 - Apr 19, 2020","Friday, Sunday",['Naver TV Cast'],9 min.,15+ - Teens 15 or older,#7556,#8390,997
